ord,statn,state,county,demv00,repv00,totv00,demsh00,repsh00,demv16,repv16,totv16,demsh16,repsh16,demv20,repv20,totv20,demsh20,repsh20,rep2sh00,rep2sh16,rep2sh20,tot2pty00,tot2pty16,tot2pty20
2443,41,SOUTH DAKOTA,GRANT,1475,2235,3830,38.5117493472585%,58.355091383812%,971,2382,3564,27.2446689113356%,66.8350168350168%,1056,2618,3745,28.1975967957276%,69.9065420560748%,0.602425876010782,0.710408589322994,0.712574850299401,3710,3353,3674
2444,41,SOUTH DAKOTA,GREGORY,718,1487,2257,31.8121400088613%,65.8839167035888%,391,1600,2091,18.6991869918699%,76.518412242946%,455,1771,2258,20.1505757307352%,78.4322409211692%,0.67437641723356,0.803616273229533,0.79559748427673,2205,1991,2226
2445,41,SOUTH DAKOTA,HAAKON,164,938,1129,14.5261293179805%,83.0823737821081%,77,936,1044,7.37547892720307%,89.6551724137931%,105,1026,1137,9.23482849604222%,90.2374670184697%,0.851179673321234,0.923988153998026,0.907161803713528,1102,1013,1131
2446,41,SOUTH DAKOTA,HAMLIN,923,1731,2723,33.8964377524789%,63.5695923613662%,555,2051,2762,20.0941346850109%,74.2577842143375%,647,2372,3083,20.9860525462212%,76.938047356471%,0.652223059532781,0.787029930928626,0.785690626035111,2654,2606,3019
2447,41,SOUTH DAKOTA,HAND,565,1419,2031,27.8188084687346%,69.8670605612999%,334,1391,1818,18.3718371837184%,76.5126512651265%,373,1433,1836,20.3159041394336%,78.0501089324619%,0.715221774193548,0.806376811594203,0.793466223698782,1984,1725,1806
2448,41,SOUTH DAKOTA,HANSON,457,944,1421,32.1604503870514%,66.4320900774103%,424,1497,2006,21.1365902293121%,74.6261216350947%,557,1793,2388,23.3249581239531%,75.0837520938024%,0.673804425410421,0.779281624154086,0.762978723404255,1401,1921,2350
2449,41,SOUTH DAKOTA,HARDING,64,650,731,8.75512995896033%,88.9192886456908%,38,695,770,4.93506493506494%,90.2597402597403%,49,748,813,6.02706027060271%,92.0049200492005%,0.910364145658263,0.948158253751705,0.938519447929737,714,733,797
2450,41,SOUTH DAKOTA,HUGHES,2212,5188,7534,29.3602336076453%,68.861162728962%,2450,5174,8175,29.9694189602446%,63.2905198776758%,2953,5522,8723,33.853032213688%,63.3039092055486%,0.701081081081081,0.678646379853095,0.651563421828909,7400,7624,8475
2451,41,SOUTH DAKOTA,HUTCHINSON,1052,2497,3625,29.0206896551724%,68.8827586206897%,692,2517,3365,20.5646359583952%,74.7994056463596%,762,2944,3767,20.2282983806743%,78.1523758959384%,0.703578472809242,0.7843564973512,0.794387479762547,3549,3209,3706
2452,41,SOUTH DAKOTA,HYDE,218,592,835,26.1077844311377%,70.8982035928144%,125,543,690,18.1159420289855%,78.695652173913%,136,564,710,19.1549295774648%,79.4366197183099%,0.730864197530864,0.812874251497006,0.805714285714286,810,668,700
2453,41,SOUTH DAKOTA,JACKSON,319,687,1040,30.6730769230769%,66.0576923076923%,323,722,1095,29.4977168949772%,65.9360730593607%,359,738,1115,32.1973094170404%,66.1883408071749%,0.682902584493042,0.690909090909091,0.672743846855059,1006,1045,1097
2454,41,SOUTH DAKOTA,JERAULD,468,624,1122,41.7112299465241%,55.6149732620321%,264,648,967,27.300930713547%,67.0113753877973%,270,721,1006,26.8389662027833%,71.6699801192843%,0.571428571428571,0.710526315789474,0.727547931382442,1092,912,991
2455,41,SOUTH DAKOTA,JONES,137,509,664,20.6325301204819%,76.6566265060241%,69,450,558,12.3655913978495%,80.6451612903226%,90,498,599,15.025041736227%,83.1385642737897%,0.787925696594427,0.867052023121387,0.846938775510204,646,519,588
2456,41,SOUTH DAKOTA,KINGSBURY,1049,1612,2727,38.4671800513385%,59.1125779244591%,703,1680,2551,27.5578204625637%,65.8565268522148%,819,1904,2779,29.4710327455919%,68.5138539042821%,0.605787298008268,0.704993705413344,0.699228791773779,2661,2383,2723
2457,41,SOUTH DAKOTA,LAKE,2331,2724,5154,45.2270081490105%,52.8521536670547%,2314,4038,6786,34.0996168582375%,59.5048629531388%,2068,3681,5873,35.2119870594245%,62.6766558828537%,0.538872403560831,0.635705289672544,0.640285267002957,5055,6352,5749
2458,41,SOUTH DAKOTA,LAWRENCE,2797,6327,9406,29.7363385073357%,67.2655751647884%,3356,7411,11842,28.3398074649552%,62.5823340651917%,4537,8753,13828,32.8102400925658%,63.2991032687301%,0.693445857080228,0.688306863564595,0.658615500376223,9124,10767,13290
2459,41,SOUTH DAKOTA,LINCOLN,3844,6546,10556,36.4153088291019%,62.0121258052293%,8076,15499,25231,32.0082438270382%,61.4284015694978%,11981,19617,32396,36.9829608593654%,60.553772070626%,0.630028873917228,0.657433722163309,0.620830432305842,10390,23575,31598
2460,41,SOUTH DAKOTA,LYMAN,482,875,1386,34.7763347763348%,63.1313131313131%,369,977,1421,25.9676284306826%,68.7543983110486%,525,1042,1597,32.874139010645%,65.2473387601753%,0.644804716285925,0.725854383358098,0.664964901084876,1357,1346,1567
2461,41,SOUTH DAKOTA,MARSHALL,939,1097,2079,45.1659451659452%,52.7657527657528%,754,1056,1947,38.7262455059065%,54.2372881355932%,858,1287,2178,39.3939393939394%,59.0909090909091%,0.538801571709234,0.583425414364641,0.6,2036,1810,2145
2462,41,SOUTH DAKOTA,MCCOOK,965,1610,2631,36.6780691752185%,61.1934625617636%,623,1794,2587,24.0819482025512%,69.3467336683417%,769,2068,2900,26.5172413793103%,71.3103448275862%,0.625242718446602,0.742242449317336,0.728939020091646,2575,2417,2837
2463,41,SOUTH DAKOTA,MCPHERSON,295,1073,1417,20.818630910374%,75.7233592095978%,192,892,1137,16.8865435356201%,78.4520668425682%,222,1075,1324,16.7673716012085%,81.1933534743202%,0.784356725146199,0.822878228782288,0.828835774865073,1368,1084,1297
2464,41,SOUTH DAKOTA,MEADE,2267,6870,9366,24.2045697202648%,73.3504163997438%,2223,8441,11621,19.1291627226573%,72.635745632906%,3285,9875,13670,24.0307242136064%,72.2384784198976%,0.751887928204006,0.791541635408852,0.750379939209726,9137,10664,13160
2465,41,SOUTH DAKOTA,MELLETTE,222,495,733,30.2864938608458%,67.5306957708049%,238,402,683,34.8462664714495%,58.8579795021962%,298,449,769,38.7516254876463%,58.3875162548765%,0.690376569037657,0.628125,0.601070950468541,717,640,747
2466,41,SOUTH DAKOTA,MINER,523,724,1266,41.3112164296998%,57.1879936808847%,281,706,1064,26.4097744360902%,66.3533834586466%,320,787,1138,28.1195079086116%,69.1564147627417%,0.580593424218124,0.715298885511651,0.71093044263776,1247,987,1107
2467,41,SOUTH DAKOTA,MINNEHAHA,27042,33428,61369,44.064592872623%,54.4704981342372%,30610,42043,78263,39.1117130700331%,53.7201487292846%,40482,49249,92326,43.8468037172627%,53.3425037367589%,0.552803042831156,0.578682229226598,0.54885156746275,60470,72653,89731
2468,41,SOUTH DAKOTA,MOODY,1318,1361,2735,48.1901279707495%,49.7623400365631%,1043,1731,2933,35.5608591885442%,59.018070235254%,1179,1951,3206,36.7747972551466%,60.8546475358702%,0.50802538260545,0.624008651766402,0.62332268370607,2679,2774,3130
2469,41,SOUTH DAKOTA,PENNINGTON,11123,24696,36557,30.4264573132369%,67.554777470799%,2510,241,2905,86.4027538726334%,8.2960413080895%,2829,297,3200,88.40625%,9.28125%,0.689466484268126,0.0876045074518357,0.0950095969289827,35819,2751,3126
2470,41,SOUTH DAKOTA,PERKINS,297,1237,1614,18.4014869888476%,76.6418835192069%,14074,29804,47743,29.4786670297216%,62.4259053683262%,20606,35063,57518,35.8253068604611%,60.9600472895441%,0.80638852672751,0.679247003053922,0.629847850688893,1534,43878,55669
2471,41,SOUTH DAKOTA,POTTER,356,1112,1494,23.8286479250335%,74.4310575635877%,188,1333,1606,11.706102117061%,83.0012453300125%,239,1401,1669,14.3199520671061%,83.9424805272618%,0.757493188010899,0.876397107166338,0.854268292682927,1468,1521,1640
2472,41,SOUTH DAKOTA,ROBERTS,1700,2237,4074,41.7280314187531%,54.9091801669121%,215,1071,1337,16.0807778608826%,80.1047120418848%,227,1139,1380,16.4492753623188%,82.536231884058%,0.568199136398273,0.832814930015552,0.833821376281113,3937,1286,1366
2473,41,SOUTH DAKOTA,SANBORN,468,767,1268,36.9085173501577%,60.4889589905363%,1540,2144,3889,39.5988686037542%,55.1298534327591%,1828,2404,4307,42.4425354074762%,55.8161133039238%,0.621052631578947,0.581976112920738,0.568052930056711,1235,3684,4232
2474,41,SOUTH DAKOTA,SHANNON,1667,252,1953,85.3558627752176%,12.9032258064516%,241,819,1123,21.4603739982191%,72.9296527159395%,257,905,1185,21.6877637130802%,76.3713080168776%,0.131318394997394,0.772641509433962,0.778829604130809,1919,1060,1162
2475,41,SOUTH DAKOTA,SPINK,1274,1957,3284,38.7941534713764%,59.5919610231425%,919,1854,2951,31.1419857675364%,62.8261606235174%,998,2104,3163,31.5523237432817%,66.5191274106861%,0.605694831321572,0.668589974756581,0.678272082527402,3231,2773,3102
2476,41,SOUTH DAKOTA,STANLEY,402,955,1381,29.1093410572049%,69.1527878349022%,329,1148,1567,20.9955328653478%,73.2610082961072%,421,1203,1652,25.4842615012107%,72.8208232445521%,0.703758290346352,0.777251184834123,0.74076354679803,1357,1477,1624
2477,41,SOUTH DAKOTA,SULLY,209,633,871,23.9954075774971%,72.6750861079219%,137,679,861,15.9117305458769%,78.8617886178862%,185,726,930,19.8924731182796%,78.0645161290323%,0.751781472684085,0.832107843137255,0.796926454445664,842,816,911
2478,41,SOUTH DAKOTA,TODD,993,478,1494,66.4658634538153%,31.9946452476573%,1505,487,2125,70.8235294117647%,22.9176470588235%,1963,532,2539,77.3139031114612%,20.9531311539976%,0.324949014276003,0.244477911646586,0.213226452905812,1471,1992,2495
2479,41,SOUTH DAKOTA,TRIPP,799,1909,2765,28.8969258589512%,69.0415913200723%,462,2069,2630,17.5665399239544%,78.6692015209126%,495,2161,2696,18.3605341246291%,80.1557863501484%,0.704948301329394,0.817463453180561,0.813629518072289,2708,2531,2656
2480,41,SOUTH DAKOTA,TURNER,1414,2514,4004,35.3146853146853%,62.7872127872128%,961,2937,4150,23.1566265060241%,70.7710843373494%,1139,3290,4548,25.0439753737907%,72.339489885664%,0.640020366598778,0.753463314520267,0.742831338902687,3928,3898,4429
2481,41,SOUTH DAKOTA,UNION,2358,3265,5772,40.8523908523909%,56.5661815661816%,2227,5290,7897,28.2005824996834%,66.9874635937698%,2725,5944,8855,30.7735742518351%,67.1259175607002%,0.580650898097101,0.703738193428229,0.685661552658899,5623,7517,8669
2482,41,SOUTH DAKOTA,WALWORTH,721,1758,2553,28.2412847630239%,68.8601645123384%,457,1896,2477,18.4497375857893%,76.5442067016552%,565,1966,2580,21.8992248062016%,76.2015503875969%,0.709156918112142,0.805779855503612,0.776768075859344,2479,2353,2531
2483,41,SOUTH DAKOTA,YANKTON,3596,4904,8740,41.1441647597254%,56.1098398169336%,3301,5659,9623,34.3032318403824%,58.8070248363296%,4016,6581,10900,36.8440366972477%,60.3761467889908%,0.576941176470588,0.631584821428571,0.621024818344815,8500,8960,10597
2484,41,SOUTH DAKOTA,ZIEBACH,314,384,721,43.5506241331484%,53.2593619972261%,353,368,767,46.0234680573664%,47.9791395045632%,481,404,906,53.0905077262693%,44.5916114790287%,0.550143266475645,0.510402219140083,0.456497175141243,698,721,885
2486,42,TENNESSEE,ANDERSON,13556,14688,28779,47.1037909586852%,51.0372146356719%,9013,19212,29881,30.1629798199525%,64.2950369800208%,11741,23184,35570,33.008152937869%,65.178521225752%,0.520039654439881,0.680673162090345,0.663822476735863,28244,28225,34925
2487,42,TENNESSEE,BEDFORD,6136,5911,12207,50.2662406815761%,48.4230359629721%,3395,11486,15355,22.110061869098%,74.8029957668512%,4453,14354,19088,23.3287929589271%,75.199077954736%,0.490661575495974,0.771856730058464,0.763226458233636,12047,14881,18807
2488,42,TENNESSEE,BENTON,3700,2484,6311,58.62779274283%,39.3598478846458%,1474,4716,6328,23.2932996207332%,74.5259165613148%,1529,5668,7260,21.0606060606061%,78.0716253443526%,0.401681759379043,0.761873990306947,0.787550368208976,6184,6190,7197
2489,42,TENNESSEE,BLEDSOE,1756,2380,4196,41.8493803622498%,56.7206863679695%,897,3622,4664,19.2324185248714%,77.6586620926244%,971,4725,5758,16.8634942688433%,82.0597429663077%,0.575435203094778,0.801504757689754,0.829529494382022,4136,4519,5696
2490,42,TENNESSEE,BLOUNT,14688,25273,40662,36.1221779548473%,62.1538537209188%,12100,37443,52208,23.1765246705486%,71.7188936561447%,17932,47369,66609,26.9212869131799%,71.1150144875317%,0.632441630589825,0.755767716932765,0.725394710647616,39961,49543,65301
2491,42,TENNESSEE,BRADLEY,8768,20167,29443,29.779574092314%,68.4950582481405%,7070,29768,38666,18.2847980137589%,76.9875342678322%,9851,35204,45865,21.4782513899488%,76.7556960645372%,0.696975980646276,0.808078614474184,0.781356120297414,28935,36838,45055
2492,42,TENNESSEE,CAMPBELL,6492,5784,12421,52.2663231623863%,46.5662990097416%,2248,9870,12532,17.9380785189914%,78.7583785509097%,2441,12331,14933,16.3463470166745%,82.5755039174982%,0.471163245356794,0.814490840072619,0.834754941781749,12276,12118,14772
2493,42,TENNESSEE,CANNON,2697,1924,4697,57.4196295507771%,40.9623163721524%,1127,4007,5314,21.2081294693263%,75.4045916447121%,1261,5190,6557,19.2313558029587%,79.1520512429465%,0.416360095217485,0.780483054148812,0.804526430010851,4621,5134,6451
2494,42,TENNESSEE,CARROLL,5239,5465,10827,48.3882885379145%,50.4756626951141%,2327,7756,10384,22.4094761171032%,74.6918335901387%,2559,9205,11905,21.4951700965981%,77.3204535909282%,0.510556801195815,0.769215511256571,0.782471948316899,10704,10083,11764
2495,42,TENNESSEE,CARTER,6724,12111,19102,35.2005025651764%,63.4017380379018%,3453,16898,21084,16.3773477518497%,80.1460823373174%,4529,19584,24492,18.4917524089499%,79.9608035276825%,0.643005043801433,0.83032774802221,0.812176004644797,18835,20351,24113
2496,42,TENNESSEE,CHEATHAM,6062,6356,12616,48.0500951173114%,50.3804692454027%,3878,11297,15924,24.3531775935695%,70.9432303441347%,5514,14438,20260,27.2161895360316%,71.2635735439289%,0.511837655016911,0.744448105436573,0.723636728147554,12418,15175,19952
2497,42,TENNESSEE,CHESTER,2192,3487,5728,38.268156424581%,60.8763966480447%,1243,5081,6507,19.1025049946212%,78.0851390809897%,1412,5952,7584,18.6181434599156%,78.4810126582278%,0.614016552209896,0.803447185325743,0.808256382400869,5679,6324,7364
2498,42,TENNESSEE,CLAIBORNE,3841,5023,9000,42.6777777777778%,55.8111111111111%,1832,8602,10740,17.0577281191806%,80.0931098696462%,2202,10604,12945,17.0104287369641%,81.915797605253%,0.566674187725632,0.824420164845697,0.828049351866313,8864,10434,12806
2499,42,TENNESSEE,CLAY,1931,1468,3442,56.1011040092969%,42.6496223126089%,707,2141,2920,24.2123287671233%,73.3219178082192%,735,2733,3506,20.9640616086708%,77.9520821448945%,0.431891732862607,0.751755617977528,0.788062283737024,3399,2848,3468
2500,42,TENNESSEE,COCKE,3872,6185,10239,37.8161929875964%,60.4062896767262%,1981,9791,12126,16.3367969651987%,80.7438561768102%,2533,12162,14859,17.0469075980887%,81.8493842115889%,0.614994531172318,0.831719334012912,0.827628445049336,10057,11772,14695
2501,42,TENNESSEE,COFFEE,8741,8788,17788,49.1398695749944%,49.4040926467281%,4743,14417,19971,23.7494366831906%,72.1896750287917%,5705,17883,24282,23.4947697883206%,73.6471460340993%,0.501340635518284,0.752453027139875,0.758139732067153,17529,19160,23588
2502,42,TENNESSEE,CROCKETT,2705,2676,5440,49.7242647058824%,49.1911764705882%,1303,3982,5397,24.1430424309802%,73.7817305910691%,1382,4673,6114,22.6038599934576%,76.4311416421328%,0.497305333581119,0.753453169347209,0.771758876961189,5381,5285,6055
2503,42,TENNESSEE,CUMBERLAND,7644,10994,19017,40.1956144502288%,57.8114318767419%,5202,20413,26360,19.7344461305008%,77.4393019726859%,6728,25168,32279,20.8432727160073%,77.9701973419251%,0.589870157742247,0.796915869607652,0.789064459493353,18638,25615,31896
2504,42,TENNESSEE,DAVIDSON,120508,84117,208588,57.7732180182944%,40.3268644409074%,148864,84550,249068,59.7684166572984%,33.946552748647%,199703,100218,309658,64.4914712360088%,32.3640919982691%,0.411078802687844,0.362231914109693,0.33414799230464,204625,233414,299921
2505,42,TENNESSEE,DECATUR,2278,2046,4370,52.1281464530892%,46.8192219679634%,894,3588,4592,19.4686411149826%,78.1358885017422%,904,4229,5241,17.2486166762068%,80.6907078801755%,0.473172987974098,0.80053547523427,0.823884667835574,4324,4482,5133
2506,42,TENNESSEE,DEKALB,3765,2411,6265,60.0957701516361%,38.4836392657622%,1569,5171,6955,22.5593098490295%,74.3493889288282%,1750,6672,8513,20.5567954892517%,78.3742511453072%,0.390382124352332,0.767210682492582,0.792210876276419,6176,6740,8422
2507,42,TENNESSEE,DICKSON,8332,7016,15556,53.5613268192337%,45.1015685266135%,4722,13233,18699,25.2526873094818%,70.7684902935986%,6106,17643,24323,25.1038112074991%,72.5362825309378%,0.457127964555642,0.737009189640769,0.742894437660533,15348,17955,23749
2508,42,TENNESSEE,DYER,5425,6282,11841,45.8153872139177%,53.0529516088168%,2816,10180,13336,21.1157768446311%,76.3347330533893%,3158,11768,15079,20.9430333576497%,78.0423104980436%,0.536602032971726,0.783317943982764,0.788422886238778,11707,12996,14926
2509,42,TENNESSEE,FAYETTE,5037,6402,11529,43.6898256570388%,55.5295342180588%,5874,13055,19394,30.2877178508817%,67.3146333917707%,7027,15690,22984,30.5734423947094%,68.2648799164636%,0.559664306320483,0.689682497754768,0.69067218382709,11439,18929,22717
2510,42,TENNESSEE,FENTRESS,2529,3417,6029,41.9472549344833%,56.6760656825344%,1100,6038,7333,15.000681849175%,82.3401063684713%,1214,7441,8729,13.9076641081453%,85.2445870088212%,0.574672048435923,0.845895208741945,0.859734257654535,5946,7138,8655
2511,42,TENNESSEE,FRANKLIN,7828,6560,14691,53.2843237356204%,44.6531890272956%,4374,11532,16404,26.6642282370154%,70.2999268471105%,4864,13987,19132,25.4233744511813%,73.1078820823751%,0.455935501807061,0.725009430403621,0.741976552968012,14388,15906,18851
2512,42,TENNESSEE,GIBSON,8663,8286,17137,50.5514384081228%,48.3515201027018%,5258,13786,19547,26.8992684299381%,70.5274466670077%,5771,16259,22335,25.8383702708753%,72.7960599955227%,0.488878399905599,0.723902541482882,0.738039037675897,16949,19044,22030
2513,42,TENNESSEE,GILES,5527,4377,10066,54.9076097754818%,43.483012120008%,2917,7970,11137,26.1919727036006%,71.5632576097692%,3298,9784,13203,24.9791714004393%,74.1043702188896%,0.441942649434572,0.732065766510517,0.747897874942669,9904,10887,13082
2514,42,TENNESSEE,GRAINGER,2361,3746,6194,38.117533096545%,60.4778818211172%,1154,6626,8008,14.4105894105894%,82.7422577422577%,1467,8565,10134,14.4760213143872%,84.5174659561871%,0.613394465367611,0.851670951156812,0.853767942583732,6107,7780,10032
2515,42,TENNESSEE,GREENE,7909,12540,20816,37.9948116833205%,60.2421214450423%,4216,18562,23583,17.8772844845864%,78.7092397065683%,5199,22259,28087,18.5103428632463%,79.2501869192153%,0.613232920925229,0.814909122837826,0.81065627503824,20449,22778,27458
2516,42,TENNESSEE,GRUNDY,2970,1553,4596,64.621409921671%,33.7902523933856%,999,3636,4763,20.9741759395339%,76.3384421583036%,988,4802,5855,16.8744662681469%,82.0153714773698%,0.343356179526863,0.784466019417476,0.829360967184801,4523,4635,5790
2517,42,TENNESSEE,HAMBLEN,7564,11824,19699,38.397888217676%,60.0233514391593%,4075,15857,20692,19.6936013918423%,76.6334815387589%,5500,18811,24631,22.3295846697251%,76.3712394949454%,0.609861770167114,0.795554886614489,0.773764962362716,19388,19932,24311
2518,42,TENNESSEE,HAMILTON,51708,66605,120379,42.9543358891501%,55.3294179217305%,55316,78733,142408,38.8433234087973%,55.2869220830291%,75522,92108,171113,44.1357465534471%,53.8287564358056%,0.562955888194873,0.587344926109109,0.549472051542087,118313,134049,167630
2519,42,TENNESSEE,HANCOCK,690,1343,2075,33.2530120481928%,64.7228915662651%,322,1843,2231,14.4329896907216%,82.6086956521739%,362,2372,2744,13.1924198250729%,86.4431486880467%,0.660600098376783,0.851270207852194,0.867593269934162,2033,2165,2734
2520,42,TENNESSEE,HARDEMAN,4953,3729,8803,56.2649096898785%,42.3605589003749%,4185,4919,9273,45.1310255580718%,53.0464790251267%,4180,5760,10063,41.5383086554705%,57.2393918314618%,0.429509329647547,0.540311950790861,0.579476861167002,8682,9104,9940
2521,42,TENNESSEE,HARDIN,3735,4951,8782,42.5301753586882%,56.3766795718515%,1622,8012,9949,16.3031460448286%,80.5307066036788%,1775,9559,11538,15.383948691281%,82.8479805858901%,0.569997697444163,0.83163794893087,0.843391565202047,8686,9634,11334
2522,42,TENNESSEE,HAWKINS,6753,10071,17098,39.4958474675401%,58.9016259211604%,3507,16648,20774,16.8816790218542%,80.1386348320015%,4083,20405,24824,16.4477924589107%,82.1986786980342%,0.598609129814551,0.825998511535599,0.833265272786671,16824,20155,24488
2523,42,TENNESSEE,HAYWOOD,3887,2554,6478,60.0030873726459%,39.4257486878666%,3711,3013,6834,54.3020193151888%,44.0883816213052%,4012,3343,7439,53.9319801048528%,44.9388358650356%,0.3965222791492,0.448096371207615,0.454520734194426,6441,6724,7355
2524,42,TENNESSEE,HENDERSON,3166,5153,8399,37.6949636861531%,61.3525419692821%,1800,8138,10217,17.617695996868%,79.6515611236175%,2092,9797,12020,17.4043261231281%,81.5058236272879%,0.619425411708138,0.818877037633327,0.824039027672639,8319,9938,11889
2525,42,TENNESSEE,HENRY,6093,5944,12309,49.5003655861565%,48.2898692013974%,3063,9508,12945,23.6616454229432%,73.4492081884898%,3548,11239,15047,23.5794510533661%,74.6926297600851%,0.493810750186924,0.756343966271577,0.760059511733279,12037,12571,14787
2526,42,TENNESSEE,HICKMAN,4239,2914,7264,58.3562775330396%,40.1156387665198%,1824,5695,7813,23.345705874824%,72.8913349545629%,2130,7577,9832,21.6639544344996%,77.0646867371847%,0.407381518244093,0.757414549807155,0.780570722159266,7153,7519,9707
2527,42,TENNESSEE,HOUSTON,2081,993,3127,66.5494083786377%,31.755676367125%,866,2182,3168,27.3358585858586%,68.8762626262626%,871,2718,3686,23.6299511665762%,73.7384698860553%,0.323031880286272,0.715879265091863,0.757314015045974,3074,3048,3589
2528,42,TENNESSEE,HUMPHREYS,4205,2387,6681,62.9396796886694%,35.7281844035324%,1967,4930,7153,27.4989514888858%,68.9221305745841%,2017,6120,8236,24.4900437105391%,74.3079164643031%,0.362105582524272,0.714803537770045,0.752119945926017,6592,6897,8137
2529,42,TENNESSEE,JACKSON,3304,1384,4754,69.4993689524611%,29.1123264619268%,1129,3236,4466,25.2798925212718%,72.4585759068518%,1135,4118,5323,21.3225624647755%,77.362389629908%,0.295221843003413,0.74135166093929,0.783932990671997,4688,4365,5253
2530,42,TENNESSEE,JEFFERSON,5226,8657,14087,37.0980336480443%,61.4538226733868%,3494,14776,19072,18.3200503355705%,77.4748322147651%,4654,18651,23616,19.7069783197832%,78.9761178861789%,0.623568392998631,0.808757525998905,0.800300364728599,13883,18270,23305
2531,42,TENNESSEE,JOHNSON,1813,3740,5657,32.0487891108361%,66.1127806257734%,988,5410,6579,15.0174798601611%,82.2313421492628%,1246,6468,7801,15.9723112421484%,82.9124471221638%,0.673509814514677,0.845576742732104,0.838475499092559,5553,6398,7714
2532,42,TENNESSEE,KNOX,60969,86851,150586,40.4878275536902%,57.6753483059514%,62878,105767,180697,34.7974786521082%,58.5327924647338%,91422,124540,220556,41.4506973285696%,56.466384954388%,0.587545663644974,0.627157638827122,0.576675526249988,147820,168645,215962
2533,42,TENNESSEE,LAKE,1419,781,2224,63.8039568345324%,35.1169064748201%,577,1357,1970,29.2893401015228%,68.8832487309645%,526,1492,2034,25.8603736479843%,73.3529990167158%,0.355,0.701654601861427,0.739345887016848,2200,1934,2018
2534,42,TENNESSEE,LAUDERDALE,4224,3329,7618,55.4476240483066%,43.6991336308742%,3056,4884,8087,37.7890441449239%,60.3932236923457%,3193,5674,8965,35.6162855549359%,63.2905744562186%,0.440752019065272,0.615113350125945,0.639900755610691,7553,7940,8867
2535,42,TENNESSEE,LAWRENCE,6643,7613,14470,45.9087767795439%,52.6123013130615%,2821,12420,15666,18.0071492403932%,79.2799693603983%,3195,15334,18718,17.0691313174484%,81.9211454215194%,0.53402076318743,0.814907158322945,0.827567596740245,14256,15241,18529
2536,42,TENNESSEE,LEWIS,2281,2037,4420,51.606334841629%,46.0859728506787%,890,3585,4622,19.2557334487235%,77.5638251839031%,1072,4474,5609,19.1121412016402%,79.7646639329649%,0.471746178786475,0.801117318435754,0.806707536963577,4318,4475,5546
2537,42,TENNESSEE,LINCOLN,5060,5435,10659,47.4716202270382%,50.9897738999906%,2554,10398,13348,19.1339526520827%,77.899310758166%,2919,12281,15608,18.7019477191184%,78.6840082009226%,0.517865650309671,0.802810376775788,0.807960526315789,10495,12952,15200
2538,42,TENNESSEE,LOUDON,5905,10266,16406,35.9929294160673%,62.5746678044618%,4919,17610,23391,21.0294557735881%,75.2853661664743%,6948,21713,29347,23.6753330834498%,73.9871196374417%,0.634840145940263,0.781659194815571,0.757579986741565,16171,22529,28661
2539,42,TENNESSEE,MACON,3059,3366,6491,47.1267909413033%,51.8564165767987%,1072,6263,7504,14.2857142857143%,83.4621535181237%,1307,8096,9487,13.7767471276484%,85.3378307157163%,0.523891050583658,0.85385139740968,0.861001807933638,6425,7335,9403
2540,42,TENNESSEE,MADISON,15781,17862,33930,46.5104627173593%,52.6436781609195%,15448,21335,38120,40.5246589716684%,55.9679958027282%,18390,23943,42950,42.8172293364377%,55.7462165308498%,0.530927681835746,0.58002338036593,0.565587130607328,33643,36783,42333
2541,42,TENNESSEE,MARION,5441,4651,10250,53.0829268292683%,45.3756097560976%,2832,7696,10862,26.0725464923587%,70.8525133492911%,3177,9911,13256,23.9665057332529%,74.7661436330718%,0.46086008719778,0.731003039513678,0.757258557457213,10092,10528,13088
2542,42,TENNESSEE,MARSHALL,5107,4105,9359,54.5677957046693%,43.8615236670584%,2852,8184,11455,24.8974247053688%,71.4447839371453%,3605,11043,14878,24.2304073128109%,74.2236859792983%,0.445614415979158,0.741573033707865,0.753891316220644,9212,11036,14648
2543,42,TENNESSEE,MAURY,11127,11930,23400,47.5512820512821%,50.982905982906%,10038,23799,35369,28.3807854335718%,67.2877378495293%,14418,31464,46657,30.9021154381979%,67.4368261997128%,0.517413366873401,0.70334249490203,0.685759121224009,23057,33837,45882
2544,42,TENNESSEE,MCMINN,6142,10155,16600,37%,61.1746987951807%,3510,14691,18755,18.7150093308451%,78.3311117035457%,4361,18198,22844,19.0903519523726%,79.6620556820172%,0.623120819782782,0.807153453106972,0.806684693470455,16297,18201,22559
2545,42,TENNESSEE,MCNAIRY,4003,4897,8989,44.5322060295917%,54.4776949605073%,1848,7841,10038,18.4100418410042%,78.1131699541741%,1943,9093,11275,17.2328159645233%,80.6474501108648%,0.550224719101124,0.809268242336671,0.823939833272925,8900,9689,11036
2546,42,TENNESSEE,MEIGS,1555,1797,3390,45.8702064896755%,53.0088495575221%,856,3342,4320,19.8148148148148%,77.3611111111111%,1008,4467,5532,18.2212581344902%,80.7483731019523%,0.53609785202864,0.796093377798952,0.815890410958904,3352,4198,5475
2547,42,TENNESSEE,MONROE,5327,7514,13003,40.9674690456049%,57.7866646158579%,3186,13374,17093,18.6392090329375%,78.2425554320482%,3764,16783,20797,18.098764244843%,80.6991392989374%,0.58515691924305,0.807608695652174,0.816810239937704,12841,16560,20547
